Chromosome	tid	Strand	start_codon	ORF_start	ORF_end	ORF_length	Start	End	ORF_type
Chr3	AT3G25585.6	+	ATG	1214	1229	15	9298502	9298517	dORF
Chr3	AT3G25585.5	+	ATG	1875	1890	15	9298608	9298623	dORF
Chr4	AT4G11830.4	-	ATG	1014	1029	15	7119750	7119765	uORF
Chr4	AT4G31250.1	-	ATG	2409	2424	15	15178993	15179008	dORF
Chr1	AT1G80160.1	+	ATG	984	999	15	30152307	30152322	dORF
Chr1	AT1G57870.4	-	ATG	604	619	15	21435283	21435298	uORF
Chr2	AT2G18670.1	+	ATG	90	105	15	8093309	8093324	uORF
Chr4	AT4G14368.1	-	ATG	3345	3360	15	8274239	8274254	dORF
Chr1	AT1G80245.5	+	ATG	1062	1077	15	30175507	30175522	dORF
Chr1	AT1G80245.4	+	ATG	1251	1266	15	30175507	30175522	dORF
Chr1	AT1G80245.3	+	ATG	931	946	15	30175507	30175522	dORF
Chr3	AT3G25290.1	+	ATG	1463	1478	15	9210540	9210555	dORF
Chr1	AT1G80245.2	+	ATG	847	862	15	30175507	30175522	dORF
Chr3	AT3G26280.2	-	ATG	1849	1864	15	9630183	9630198	dORF
Chr5	AT5G43930.4	+	ATG	2659	2674	15	17680812	17680827	dORF
Chr1	AT1G80245.1	+	ATG	815	830	15	30175507	30175522	dORF
Chr3	AT3G49490.1	-	ATG	3058	3073	15	18344796	18344811	dORF
Chr4	AT4G28880.1	+	ATG	2028	2043	15	14254612	14254627	dORF
Chr3	AT3G25260.1	+	ATG	1759	1774	15	9201819	9201834	dORF
Chr1	AT1G57750.1	-	ATG	1650	1665	15	21384044	21384059	dORF
Chr1	AT1G80245.6	+	ATG	1002	1017	15	30175507	30175522	dORF
Chr5	AT5G41180.2	+	ATG	1941	1956	15	16487409	16487424	dORF
Chr4	AT4G14368.2	-	ATG	3328	3343	15	8274239	8274254	dORF
Chr2	AT2G18330.1	+	ATG	124	139	15	7965758	7965773	uORF
Chr3	AT3G25240.1	+	ATG	898	913	15	9193390	9193405	dORF
Chr2	AT2G18280.2	+	ATG	424	439	15	7946699	7946714	uORF
Chr1	AT1G80245.7	+	ATG	1060	1075	15	30175507	30175522	dORF
Chr4	AT4G11550.1	-	ATG	300	315	15	6999378	6999393	uORF
Chr4	AT4G28880.2	+	ATG	1522	1537	15	14254209	14254224	dORF
Chr2	AT2G31150.1	+	ATG	31	46	15	13272405	13272420	uORF
Chr4	AT4G31230.1	-	ATG	2611	2626	15	15172922	15172937	dORF
Chr5	AT5G43930.1	+	ATG	2561	2576	15	17680812	17680827	dORF
Chr3	AT3G25577.1	+	ATG	351	366	15	9291970	9291985	dORF
Chr4	AT4G31230.2	-	ATG	2652	2667	15	15172922	15172937	dORF
Chr4	AT4G28880.1	+	ATG	1858	1873	15	14254442	14254457	dORF
Chr1	AT1G80160.3	+	ATG	1085	1100	15	30152307	30152322	dORF
Chr1	AT1G11080.2	-	ATG	1648	1663	15	3694682	3694697	dORF
Chr4	AT4G34430.2	+	ATG	24	39	15	16460930	16460945	uORF
Chr4	AT4G11830.2	-	ATG	1688	1703	15	7119750	7119765	uORF
Chr2	AT2G31010.1	+	ATG	364	379	15	13194902	13194917	uORF
Chr4	AT4G11830.1	-	ATG	1688	1703	15	7119750	7119765	uORF
Chr1	AT1G58007.2	-	ATG	62	77	15	21447425	21447440	uORF
Chr3	AT3G06350.1	-	ATG	2156	2171	15	1924325	1924340	dORF
Chr1	AT1G58007.3	-	ATG	62	77	15	21447425	21447440	uORF
Chr2	AT2G31010.2	+	ATG	430	445	15	13194902	13194917	uORF
Chr1	AT1G58007.4	-	ATG	62	77	15	21447425	21447440	uORF
Chr1	AT1G57750.2	-	ATG	1564	1579	15	21384044	21384059	dORF
Chr4	AT4G39650.1	+	ATG	1852	1867	15	18405987	18406002	dORF
Chr5	AT5G43930.3	+	ATG	2586	2601	15	17680812	17680827	dORF
Chr1	AT1G57750.1	-	ATG	1870	1885	15	21383824	21383839	dORF
Chr2	AT2G25320.1	-	ATG	5063	5078	15	10781894	10781909	dORF
Chr2	AT2G20820.1	+	ATG	20	35	15	8964218	8964233	uORF
Chr2	AT2G20890.1	+	ATG	114	129	15	8987697	8987712	uORF
Chr3	AT3G49570.1	-	ATG	708	723	15	18372424	18372439	dORF
Chr4	AT4G35600.1	+	ATG	22	37	15	16896174	16896189	uORF
Chr4	AT4G13190.1	-	ATG	1068	1083	15	7661200	7661215	uORF
Chr4	AT4G17980.2	-	ATG	360	375	15	9980180	9980195	uORF
Chr4	AT4G31550.2	-	ATG	1599	1614	15	15289901	15289916	dORF
Chr4	AT4G13190.2	-	ATG	299	314	15	7661200	7661215	uORF
Chr1	AT1G79660.1	+	ATG	756	771	15	29976730	29976745	dORF
Chr1	AT1G55770.1	-	ATG	49	64	15	20851600	20851615	uORF
Chr5	AT5G43730.2	+	ATG	3956	3971	15	17564268	17564283	dORF
Chr2	AT2G25150.1	-	ATG	2018	2033	15	10702493	10702508	dORF
Chr1	AT1G79770.1	+	ATG	852	867	15	30015084	30015099	dORF
Chr4	AT4G13190.1	-	ATG	487	502	15	7661781	7661796	uORF
Chr2	AT2G25150.1	-	ATG	2118	2133	15	10702393	10702408	dORF
Chr2	AT2G25150.1	-	ATG	2125	2140	15	10702386	10702401	dORF
Chr3	AT3G15353.1	-	ATG	448	463	15	5180783	5180798	dORF
Chr4	AT4G14305.1	-	ATG	797	812	15	8235219	8235234	dORF
Chr1	AT1G56010.1	-	ATG	685	700	15	20948269	20948284	uORF
Chr4	AT4G14305.2	-	ATG	768	783	15	8235219	8235234	dORF
Chr4	AT4G17980.1	-	ATG	138	153	15	9980180	9980195	uORF
Chr5	AT5G43730.3	+	ATG	3169	3184	15	17563399	17563414	dORF
Chr3	AT3G26520.1	-	ATG	991	1006	15	9722726	9722741	dORF
Chr4	AT4G31550.3	-	ATG	1319	1334	15	15289901	15289916	dORF
Chr4	AT4G28500.1	+	ATG	1535	1550	15	14084529	14084544	dORF
Chr5	AT5G43730.2	+	ATG	3221	3236	15	17563399	17563414	dORF
Chr1	AT1G06645.1	+	ATG	1477	1492	15	2035802	2035817	dORF
Chr4	AT4G13190.5	-	ATG	561	576	15	7661200	7661215	uORF
Chr5	AT5G59970.1	-	ATG	821	836	15	24145893	24145908	dORF
Chr3	AT3G26070.1	+	ATG	1299	1314	15	9528552	9528567	dORF
Chr4	AT4G31600.1	-	ATG	1442	1457	15	15314997	15315012	dORF
Chr1	AT1G06645.1	+	ATG	1250	1265	15	2035575	2035590	dORF
Chr5	AT5G12010.1	-	ATG	1961	1976	15	3877681	3877696	dORF
Chr4	AT4G13190.4	-	ATG	561	576	15	7661200	7661215	uORF
Chr4	AT4G13190.3	-	ATG	299	314	15	7661200	7661215	uORF
Chr3	AT3G26060.3	+	ATG	585	600	15	9526234	9526249	dORF
Chr3	AT3G26060.3	+	ATG	566	581	15	9526215	9526230	dORF
Chr2	AT2G21930.2	-	ATG	1439	1454	15	9347686	9347701	dORF
Chr3	AT3G49600.1	-	ATG	3554	3569	15	18380891	18380906	dORF
Chr3	AT3G26060.2	+	ATG	847	862	15	9526234	9526249	dORF
Chr3	AT3G26060.2	+	ATG	828	843	15	9526215	9526230	dORF
Chr5	AT5G26940.2	+	ATG	382	397	15	9481097	9481112	uORF
Chr3	AT3G26060.1	+	ATG	979	994	15	9526234	9526249	dORF
Chr3	AT3G26060.1	+	ATG	960	975	15	9526215	9526230	dORF
Chr2	AT2G20770.1	+	ATG	0	15	15	8945242	8945257	uORF
Chr4	AT4G28880.1	+	ATG	1625	1640	15	14254209	14254224	dORF
Chr1	AT1G09820.1	-	ATG	2177	2192	15	3190296	3190311	dORF
Chr4	AT4G12300.1	-	ATG	89	104	15	7309791	7309806	uORF
Chr4	AT4G35740.2	+	ATG	33	48	15	16936152	16936167	uORF
Chr2	AT2G25297.1	-	ATG	401	416	15	10770787	10770802	dORF
Chr2	AT2G25297.1	-	ATG	333	348	15	10770855	10770870	dORF
Chr4	AT4G12320.1	-	ATG	123	138	15	7316733	7316748	uORF
Chr4	AT4G35740.1	+	ATG	165	180	15	16936152	16936167	uORF
Chr3	AT3G25730.1	+	ATG	1397	1412	15	9397668	9397683	dORF
Chr4	AT4G39670.1	+	ATG	1197	1212	15	18411042	18411057	dORF
Chr3	AT3G25760.1	+	ATG	1077	1092	15	9405224	9405239	dORF
Chr3	AT3G25770.1	+	ATG	1242	1257	15	9408013	9408028	dORF
Chr5	AT5G43730.4	+	ATG	3661	3676	15	17564268	17564283	dORF
Chr1	AT1G56630.1	-	ATG	112	127	15	21226985	21227000	uORF
Chr4	AT4G31450.2	-	ATG	1745	1760	15	15255877	15255892	dORF
Chr4	AT4G35810.1	+	ATG	83	98	15	16968837	16968852	uORF
Chr2	AT2G25297.2	-	ATG	368	383	15	10770855	10770870	dORF
Chr4	AT4G34430.4	+	ATG	11	26	15	16460930	16460945	uORF
Chr2	AT2G25297.2	-	ATG	436	451	15	10770787	10770802	dORF
Chr3	AT3G06630.6	-	ATG	2609	2624	15	2069856	2069871	dORF
Chr5	AT5G43730.5	+	ATG	3133	3148	15	17563399	17563414	dORF
Chr3	AT3G25690.5	+	ATG	3423	3438	15	9357934	9357949	dORF
Chr3	AT3G25690.4	+	ATG	3584	3599	15	9357934	9357949	dORF
Chr3	AT3G25690.3	+	ATG	2976	2991	15	9357934	9357949	dORF
Chr3	AT3G25690.2	+	ATG	3399	3414	15	9357934	9357949	dORF
Chr2	AT2G19890.1	+	ATG	430	445	15	8586650	8586665	uORF
Chr4	AT4G39690.1	+	ATG	2390	2405	15	18421901	18421916	dORF
Chr5	AT5G43730.4	+	ATG	3133	3148	15	17563399	17563414	dORF
Chr5	AT5G43730.3	+	ATG	4038	4053	15	17564268	17564283	dORF
Chr5	AT5G39530.2	-	ATG	1551	1566	15	15826042	15826057	dORF
Chr3	AT3G25830.1	+	ATG	2641	2656	15	9451018	9451033	dORF
Chr4	AT4G12880.2	-	ATG	45	60	15	7545266	7545281	uORF
Chr5	AT5G39530.1	-	ATG	1465	1480	15	15826042	15826057	dORF
Chr4	AT4G12880.1	-	ATG	231	246	15	7545266	7545281	uORF
Chr1	AT1G79870.1	+	ATG	1261	1276	15	30046122	30046137	dORF
Chr1	AT1G44350.1	-	ATG	1907	1922	15	16834582	16834597	dORF
Chr3	AT3G25820.3	+	ATG	3106	3121	15	9442755	9442770	dORF
Chr2	AT2G21930.1	-	ATG	1340	1355	15	9347686	9347701	dORF
Chr2	AT2G20400.2	+	ATG	242	257	15	8799327	8799342	uORF
Chr3	AT3G25820.3	+	ATG	2118	2133	15	9441767	9441782	dORF
Chr3	AT3G25820.1	+	ATG	2641	2656	15	9442755	9442770	dORF
Chr2	AT2G20400.1	+	ATG	287	302	15	8799327	8799342	uORF
Chr3	AT3G18760.1	-	ATG	682	697	15	6457819	6457834	dORF
Chr5	AT5G26850.3	+	ATG	215	230	15	9445722	9445737	uORF
Chr4	AT4G12770.2	-	ATG	4	19	15	7511607	7511622	uORF
Chr3	AT3G25790.2	+	ATG	1564	1579	15	9415153	9415168	dORF
Chr3	AT3G25790.1	+	ATG	1420	1435	15	9415153	9415168	dORF
Chr1	AT1G51870.2	-	ATG	116	131	15	19267036	19267051	uORF
Chr5	AT5G43120.2	+	ATG	1874	1889	15	17314512	17314527	dORF
Chr1	AT1G77230.1	+	ATG	1114	1129	15	29018321	29018336	dORF
Chr2	AT2G29890.1	+	ATG	101	116	15	12744231	12744543	uORF
Chr2	AT2G26975.1	+	ATG	49	64	15	11512775	11512790	uORF
Chr3	AT3G06630.4	-	ATG	2913	2928	15	2069856	2069871	dORF
Chr2	AT2G27035.1	+	ATG	27	42	15	11535544	11535559	uORF
Chr5	AT5G60460.1	-	ATG	752	767	15	24317474	24317489	dORF
Chr3	AT3G27520.1	+	ATG	806	821	15	10193178	10193193	dORF
Chr3	AT3G28130.3	+	ATG	1550	1565	15	10468759	10468774	dORF
Chr5	AT5G20290.1	-	ATG	838	853	15	6851604	6851619	dORF
Chr3	AT3G27475.2	+	ATG	1661	1676	15	10174734	10174749	dORF
Chr1	AT1G10650.1	-	ATG	1710	1725	15	3523996	3524011	dORF
Chr1	AT1G10640.1	-	ATG	2094	2109	15	3515195	3515210	dORF
Chr3	AT3G49960.1	-	ATG	1289	1304	15	18524180	18524195	dORF
Chr2	AT2G29890.2	+	ATG	82	97	15	12744231	12744543	uORF
Chr5	AT5G60460.1	-	ATG	1135	1150	15	24317091	24317106	dORF
Chr2	AT2G23348.1	-	ATG	486	501	15	9941278	9941293	dORF
Chr1	AT1G77230.1	+	ATG	2433	2448	15	29019640	29019655	dORF
Chr1	AT1G77270.1	+	ATG	2426	2441	15	29031182	29031197	dORF
Chr1	AT1G07170.3	+	ATG	798	813	15	2201128	2201143	dORF
Chr2	AT2G26695.2	+	ATG	60	75	15	11365055	11365070	uORF
Chr2	AT2G26695.1	+	ATG	60	75	15	11365055	11365070	uORF
Chr1	AT1G77270.2	+	ATG	2618	2633	15	29031182	29031197	dORF
Chr2	AT2G23348.1	-	ATG	804	819	15	9940960	9940975	dORF
Chr1	AT1G07330.2	+	ATG	2711	2726	15	2253823	2253838	dORF
Chr1	AT1G07250.1	+	ATG	1649	1664	15	2227407	2227422	dORF
Chr1	AT1G07180.1	+	ATG	2112	2127	15	2207042	2207057	dORF
Chr1	AT1G52565.1	-	ATG	30	45	15	19580932	19580947	uORF
Chr3	AT3G26510.1	-	ATG	1932	1947	15	9710517	9710532	dORF
Chr2	AT2G27389.1	+	ATG	36	51	15	11720329	11720344	uORF
Chr1	AT1G07250.1	+	ATG	1701	1716	15	2227459	2227474	dORF
Chr4	AT4G16620.1	-	ATG	300	315	15	9359924	9359939	uORF
Chr2	AT2G27402.1	+	ATG	589	604	15	11723658	11723673	uORF
Chr1	AT1G52342.1	-	ATG	129	144	15	19492978	19492993	uORF
Chr1	AT1G52343.1	-	ATG	80	95	15	19495772	19495787	uORF
Chr1	AT1G52430.1	-	ATG	21	36	15	19536386	19536401	uORF
Chr1	AT1G43650.2	-	ATG	1291	1306	15	16443773	16443788	dORF
Chr3	AT3G49990.1	-	ATG	1735	1750	15	18532475	18532490	dORF
Chr3	AT3G26510.1	-	ATG	2054	2069	15	9710395	9710410	dORF
Chr3	AT3G49970.2	-	ATG	2058	2073	15	18527149	18527164	dORF
Chr5	AT5G42150.1	+	ATG	1371	1386	15	16848235	16848250	dORF
Chr3	AT3G49970.1	-	ATG	1991	2006	15	18527149	18527164	dORF
Chr2	AT2G27150.3	+	ATG	1	16	15	11601727	11601742	uORF
Chr1	AT1G77110.1	+	ATG	1898	1913	15	28974452	28974467	dORF
Chr5	AT5G49350.1	-	ATG	958	973	15	20009773	20009788	dORF
Chr2	AT2G27150.1	+	ATG	1	16	15	11601727	11601742	uORF
Chr1	AT1G77110.2	+	ATG	2019	2034	15	28974452	28974467	dORF
Chr4	AT4G16330.1	-	ATG	86	101	15	9228002	9228017	uORF
Chr4	AT4G28550.1	+	ATG	1613	1628	15	14113591	14113606	dORF
Chr2	AT2G22430.1	-	ATG	1341	1356	15	9526282	9526297	dORF
Chr3	AT3G28130.5	+	ATG	1435	1450	15	10468759	10468774	dORF
Chr3	AT3G61070.3	-	ATG	1137	1152	15	22604768	22604783	dORF
Chr4	AT4G17360.3	-	ATG	93	108	15	9705556	9705571	uORF
Chr3	AT3G27470.1	+	ATG	2126	2141	15	10167212	10167227	dORF
Chr1	AT1G77440.2	+	ATG	697	712	15	29098187	29098202	dORF
Chr5	AT5G60615.1	-	ATG	473	488	15	24365761	24365776	dORF
Chr2	AT2G23348.2	-	ATG	437	452	15	9941278	9941293	dORF
Chr4	AT4G17360.2	-	ATG	52	67	15	9705556	9705571	uORF
Chr2	AT2G26150.1	+	ATG	208	223	15	11135831	11135846	uORF
Chr1	AT1G77440.1	+	ATG	830	845	15	29098187	29098202	dORF
Chr2	AT2G26150.2	+	ATG	208	223	15	11135831	11135846	uORF
Chr5	AT5G20320.1	-	ATG	5429	5444	15	6859433	6859448	dORF
Chr4	AT4G35030.4	+	ATG	465	480	15	16675841	16675856	uORF
Chr2	AT2G23520.1	-	ATG	3190	3205	15	10014168	10014183	dORF
Chr1	AT1G58320.1	-	ATG	549	564	15	21634046	21634061	dORF
Chr1	AT1G76500.1	+	ATG	1489	1504	15	28706451	28706466	dORF
Chr2	AT2G23550.1	-	ATG	859	874	15	10027746	10027761	dORF
Chr1	AT1G77460.1	+	ATG	6856	6871	15	29111817	29111832	dORF
Chr2	AT2G22250.2	-	ATG	2240	2255	15	9457794	9457809	dORF
Chr2	AT2G25820.1	+	ATG	53	68	15	11014841	11014856	uORF
Chr3	AT3G28130.6	+	ATG	1413	1428	15	10468759	10468774	dORF
Chr5	AT5G41740.3	+	ATG	3460	3475	15	16692896	16692911	dORF
Chr1	AT1G77460.2	+	ATG	6931	6946	15	29111817	29111832	dORF
Chr4	AT4G35030.5	+	ATG	460	475	15	16675841	16675856	uORF
Chr2	AT2G26150.3	+	ATG	198	213	15	11135831	11135846	uORF
Chr2	AT2G26150.4	+	ATG	198	213	15	11135831	11135846	uORF
Chr2	AT2G29890.4	+	ATG	116	131	15	12744231	12744543	uORF
Chr2	AT2G23348.3	-	ATG	600	615	15	9940960	9940975	dORF
Chr3	AT3G27475.2	+	ATG	953	968	15	10174026	10174041	dORF
Chr2	AT2G29890.3	+	ATG	82	97	15	12744231	12744543	uORF
Chr5	AT5G42230.1	+	ATG	2229	2244	15	16884398	16884413	dORF
Chr2	AT2G26570.2	+	ATG	247	262	15	11299415	11299430	uORF
Chr3	AT3G26510.3	-	ATG	997	1012	15	9710517	9710532	dORF
Chr3	AT3G28130.4	+	ATG	1469	1484	15	10468759	10468774	dORF
Chr2	AT2G23348.2	-	ATG	755	770	15	9940960	9940975	dORF
Chr2	AT2G26570.1	+	ATG	114	129	15	11299027	11299042	uORF
Chr2	AT2G23348.3	-	ATG	282	297	15	9941278	9941293	dORF
Chr3	AT3G27470.5	+	ATG	1719	1734	15	10167212	10167227	dORF
Chr5	AT5G60490.1	-	ATG	1321	1336	15	24325491	24325506	dORF
Chr1	AT1G58320.1	-	ATG	523	538	15	21634072	21634087	dORF
Chr2	AT2G23348.4	-	ATG	543	558	15	9941278	9941293	dORF
Chr5	AT5G42230.2	+	ATG	2389	2404	15	16884398	16884413	dORF
Chr3	AT3G27470.4	+	ATG	2003	2018	15	10167212	10167227	dORF
Chr1	AT1G07170.1	+	ATG	714	729	15	2201128	2201143	dORF
Chr4	AT4G16180.2	-	ATG	379	394	15	9170670	9170685	uORF
Chr5	AT5G42250.1	+	ATG	1456	1471	15	16897495	16897510	dORF
Chr2	AT2G23348.4	-	ATG	861	876	15	9940960	9940975	dORF
Chr2	AT2G23370.1	-	ATG	1328	1343	15	9952877	9952892	dORF
Chr3	AT3G26510.3	-	ATG	1119	1134	15	9710395	9710410	dORF
Chr4	AT4G16000.1	-	ATG	57	72	15	9064714	9064729	uORF
Chr3	AT3G27470.2	+	ATG	2226	2241	15	10167212	10167227	dORF
Chr2	AT2G23370.2	-	ATG	1406	1421	15	9952877	9952892	dORF
Chr4	AT4G40070.1	+	ATG	1415	1430	15	18577630	18577645	dORF
Chr1	AT1G07280.1	+	ATG	2189	2204	15	2241246	2241261	dORF
Chr1	AT1G10820.1	-	ATG	1249	1264	15	3601192	3601207	dORF
Chr1	AT1G07280.1	+	ATG	2215	2230	15	2241272	2241287	dORF
Chr1	AT1G07330.1	+	ATG	2296	2311	15	2253823	2253838	dORF
Chr1	AT1G76750.1	+	ATG	622	637	15	28811661	28811676	dORF
Chr5	AT5G20160.2	-	ATG	619	634	15	6804016	6804031	dORF
Chr5	AT5G08490.5	-	ATG	2707	2722	15	2745073	2745088	dORF
Chr5	AT5G20160.1	-	ATG	554	569	15	6804016	6804031	dORF
Chr4	AT4G32580.1	-	ATG	629	644	15	15719716	15719731	dORF
Chr4	AT4G32580.1	-	ATG	659	674	15	15719686	15719701	dORF
Chr1	AT1G76800.1	+	ATG	963	978	15	28830205	28830220	dORF
Chr4	AT4G28550.2	+	ATG	1950	1965	15	14113735	14113750	dORF
Chr2	AT2G22490.2	-	ATG	1662	1677	15	9553840	9553855	dORF
Chr2	AT2G28350.2	+	ATG	189	204	15	12114250	12114265	uORF
Chr2	AT2G28350.1	+	ATG	362	377	15	12114250	12114265	uORF
Chr3	AT3G28030.3	+	ATG	4707	4722	15	10431290	10431305	dORF
Chr3	AT3G28030.3	+	ATG	4654	4669	15	10431237	10431252	dORF
Chr3	AT3G28030.2	+	ATG	4671	4686	15	10431290	10431305	dORF
Chr3	AT3G28030.2	+	ATG	4618	4633	15	10431237	10431252	dORF
Chr3	AT3G28100.2	+	ATG	2542	2557	15	10460974	10460989	dORF
Chr4	AT4G34700.1	+	ATG	85	100	15	16556822	16556837	uORF
Chr4	AT4G28550.3	+	ATG	1593	1608	15	14113591	14113606	dORF
Chr3	AT3G28030.4	+	ATG	4072	4087	15	10431237	10431252	dORF
Chr3	AT3G28030.4	+	ATG	4125	4140	15	10431290	10431305	dORF
Chr3	AT3G06630.3	-	ATG	3062	3077	15	2069856	2069871	dORF
Chr1	AT1G10900.3	-	ATG	2844	2859	15	3632152	3632167	dORF
Chr2	AT2G22500.1	-	ATG	1938	1953	15	9562897	9562912	dORF
Chr3	AT3G57330.2	-	ATG	3705	3720	15	21211218	21211233	dORF
Chr4	AT4G34670.1	+	ATG	20	35	15	16548619	16548634	uORF
Chr4	AT4G16940.5	-	ATG	15	30	15	9537888	9537903	uORF
Chr4	AT4G16900.3	-	ATG	22	37	15	9516651	9516666	uORF
Chr4	AT4G13680.1	-	ATG	1349	1364	15	7951614	7951629	dORF
Chr1	AT1G10900.2	-	ATG	3327	3342	15	3632152	3632167	dORF
Chr2	AT2G28671.1	+	ATG	501	516	15	12300703	12300718	uORF
Chr3	AT3G28100.2	+	ATG	1515	1530	15	10459785	10459800	dORF
Chr4	AT4G16890.2	-	ATG	123	138	15	9505834	9505849	uORF
Chr3	AT3G28100.1	+	ATG	1345	1360	15	10460974	10460989	dORF
Chr2	AT2G22690.1	-	ATG	1410	1425	15	9649785	9649800	dORF
Chr1	AT1G76570.1	+	ATG	1186	1201	15	28730822	28730837	dORF
Chr4	AT4G28550.2	+	ATG	1806	1821	15	14113591	14113606	dORF
Chr2	AT2G22690.2	-	ATG	1442	1457	15	9649785	9649800	dORF
Chr4	AT4G16857.2	-	ATG	11	26	15	9483887	9483902	uORF
Chr1	AT1G76680.1	+	ATG	1852	1867	15	28778648	28778663	dORF
Chr2	AT2G22780.1	-	ATG	1329	1344	15	9689946	9689961	dORF
Chr4	AT4G16857.1	-	ATG	11	26	15	9483887	9483902	uORF
Chr3	AT3G28050.1	+	ATG	1560	1575	15	10445296	10445311	dORF
Chr1	AT1G10900.1	-	ATG	2819	2834	15	3632152	3632167	dORF
Chr3	AT3G61177.1	-	ATG	334	349	15	22644376	22644391	dORF
Chr1	AT1G76680.1	+	ATG	2006	2021	15	28778802	28778817	dORF
Chr4	AT4G28550.1	+	ATG	1757	1772	15	14113735	14113750	dORF
Chr2	AT2G27402.2	+	ATG	261	276	15	11723658	11723673	uORF
Chr3	AT3G18930.1	-	ATG	1520	1535	15	6524008	6524023	dORF
Chr3	AT3G28130.2	+	ATG	1450	1465	15	10468759	10468774	dORF
Chr3	AT3G27830.1	+	ATG	925	940	15	10319379	10319394	dORF
Chr5	AT5G33290.1	+	ATG	153	168	15	12558306	12558321	uORF
Chr2	AT2G29710.1	+	ATG	24	39	15	12698596	12698611	uORF
Chr5	AT5G33290.1	+	ATG	239	254	15	12558392	12558407	uORF
Chr5	AT5G41950.1	+	ATG	2036	2051	15	16789553	16789568	dORF
Chr2	AT2G28200.1	+	ATG	23	38	15	12023962	12023977	uORF
Chr3	AT3G50040.3	-	ATG	1573	1588	15	18549322	18549337	dORF
Chr3	AT3G06630.1	-	ATG	2732	2747	15	2069856	2069871	dORF
Chr5	AT5G41908.1	+	ATG	436	451	15	16777490	16777505	dORF
Chr4	AT4G28570.1	+	ATG	2745	2760	15	14122226	14122241	dORF
Chr4	AT4G17360.1	-	ATG	52	67	15	9705556	9705571	uORF
Chr3	AT3G50040.2	-	ATG	1639	1654	15	18549322	18549337	dORF
Chr2	AT2G27840.3	+	ATG	20	35	15	11861825	11861840	uORF
Chr1	AT1G10820.2	-	ATG	1309	1324	15	3601192	3601207	dORF
Chr5	AT5G42050.1	+	ATG	1493	1508	15	16817055	16817070	dORF
Chr3	AT3G50040.1	-	ATG	1439	1454	15	18549322	18549337	dORF
Chr4	AT4G16620.3	-	ATG	252	267	15	9359924	9359939	uORF
Chr5	AT5G49350.2	-	ATG	727	742	15	20009773	20009788	dORF
Chr2	AT2G27505.1	+	ATG	151	166	15	11756716	11756731	uORF
Chr4	AT4G16620.2	-	ATG	216	231	15	9359924	9359939	uORF
Chr1	AT1G10840.1	-	ATG	1497	1512	15	3607703	3607718	dORF
Chr5	AT5G41900.1	+	ATG	1652	1667	15	16771706	16771721	dORF
Chr1	AT1G43710.1	-	ATG	1889	1904	15	16486242	16486257	dORF
Chr3	AT3G28030.1	+	ATG	4703	4718	15	10431290	10431305	dORF
Chr3	AT3G06630.2	-	ATG	2679	2694	15	2069856	2069871	dORF
Chr2	AT2G22490.2	-	ATG	1519	1534	15	9553983	9553998	dORF
Chr3	AT3G28030.1	+	ATG	4650	4665	15	10431237	10431252	dORF
Chr1	AT1G76920.1	+	ATG	1521	1536	15	28893496	28893511	dORF
Chr3	AT3G27940.3	+	ATG	569	584	15	10376414	10376429	dORF
Chr3	AT3G27940.2	+	ATG	830	845	15	10376414	10376429	dORF
Chr4	AT4G34750.1	+	ATG	157	172	15	16577336	16577351	uORF
Chr3	AT3G27940.1	+	ATG	693	708	15	10376414	10376429	dORF
Chr4	AT4G28550.3	+	ATG	1737	1752	15	14113735	14113750	dORF
Chr3	AT3G28130.1	+	ATG	1336	1351	15	10468759	10468774	dORF
Chr4	AT4G34750.1	+	ATG	168	183	15	16577347	16577362	uORF
Chr4	AT4G34750.1	+	ATG	262	277	15	16577441	16577456	uORF
Chr3	AT3G50040.4	-	ATG	1478	1493	15	18549322	18549337	dORF
Chr1	AT1G58270.1	-	ATG	1787	1802	15	21611862	21611877	dORF
Chr2	AT2G22490.1	-	ATG	1681	1696	15	9553840	9553855	dORF
Chr2	AT2G29680.2	+	ATG	72	87	15	12689242	12689257	uORF
Chr2	AT2G28250.4	+	ATG	20	35	15	12043069	12043084	uORF
Chr2	AT2G23030.1	-	ATG	1325	1340	15	9803560	9803575	dORF
Chr4	AT4G34750.2	+	ATG	157	172	15	16577336	16577351	uORF
Chr4	AT4G34750.2	+	ATG	168	183	15	16577347	16577362	uORF
Chr4	AT4G34750.2	+	ATG	262	277	15	16577441	16577456	uORF
Chr1	AT1G10840.2	-	ATG	1383	1398	15	3607703	3607718	dORF
Chr2	AT2G28250.2	+	ATG	126	141	15	12043069	12043084	uORF
Chr2	AT2G22490.1	-	ATG	1538	1553	15	9553983	9553998	dORF
Chr2	AT2G22250.1	-	ATG	1673	1688	15	9457794	9457809	dORF
Chr3	AT3G27400.2	+	ATG	1482	1497	15	10143143	10143158	dORF
Chr5	AT5G49305.5	-	ATG	1717	1732	15	19988675	19988690	dORF
Chr1	AT1G77890.4	+	ATG	2036	2051	15	29295746	29295761	dORF
Chr4	AT4G17486.1	-	ATG	51	66	15	9751738	9751753	uORF
Chr2	AT2G30740.10	+	ATG	354	369	15	13095861	13095876	uORF
Chr4	AT4G13870.2	-	ATG	1000	1015	15	8023464	8023479	dORF
Chr2	AT2G22190.1	-	ATG	1430	1445	15	9433692	9433707	dORF
